timestamp;date;gps_x;gps_y;wifi_ssid;wifi_rssi;wifi_ap;bt_name;bt_rssi;bt_mac;app1_id;app1_name;app1_log;app1_pwc;app2_id;app2_name;app2_log;app2_pwc;app3_id;app3_name;app3_log;app3_pwc;app4_id;app4_name;app4_log;app4_pwc;app5_id;app5_name;app5_log;app5_pwc;label
30;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;2;1;101;com.gmail;3;3;865;com.kiuwan;1;1;365;com.nmap;2;1;432;com.instagram;0;1;0
300100;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;1;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;3;1;432;com.instagram;0;1;0
1000130;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;6;2;101;com.gmail;1;1;865;com.kiuwan;1;1;365;com.nmap;3;3;432;com.instagram;0;1;0
1300200;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;6;4;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;2;4;432;com.instagram;3;3;0
2000230;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;6;1;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;1;1;432;com.instagram;0;1;0
2300300;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;1;0;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;1;432;com.instagram;0;1;0
3000330;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;1;3;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;0;1;0
3300400;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;1;432;com.instagram;0;1;0
4000430;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;0;1;0
4300500;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;1;432;com.instagram;0;1;0
5000530;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;1;0;432;com.instagram;0;1;0
5300600;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;0;1;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;1;0
6000630;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;0;1;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;0;1;432;com.instagram;1;1;0
6300700;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;1;0
7000730;17.12;457654449;212459037;anon_yms7;-30;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;1;0
7300800;17.12;457654449;212459037;anon_yms7;-30;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;1;0
8000830;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;2;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;1;0
8300900;17.12;457654449;212459037;anon_yms7;-10;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;1;0
9000930;17.12;457654449;212459037;anon_yms7;-10;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;1;0;0
9301000;17.12;457654449;212459037;anon_yms7;-10;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;0;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;0;1;0
10001030;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;1;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;0;1;0
10301100;17.12;457654449;212459037;anon_yms7;-20;192.160.3.10;xaomi_3206;-10;94-DE-90-0A-95-30;100;com.google.chrome;3;3;101;com.gmail;1;1;865;com.kiuwan;1;1;365;com.nmap;0;0;432;com.instagram;0;1;0
11001130;17.12;457652770;212605430;0;0;0;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;0;1;101;com.gmail;1;1;865;com.kiuwan;0;1;365;com.nmap;0;0;432;com.instagram;0;1;0
11301200;17.12;458046398;214045114;0;0;0;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;0;1;365;com.nmap;0;0;432;com.instagram;0;1;0
12001230;17.12;460802667;213238128;rompet-A1;-60;174.169.2.10;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;0;432;com.instagram;0;1;0
12301300;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;0;0;0;100;com.google.chrome;4;4;101;com.gmail;0;0;865;com.kiuwan;0;0;365;com.nmap;0;0;432;com.instagram;0;1;0
13001330;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;0;0;0;100;com.google.chrome;4;4;101;com.gmail;0;0;865;com.kiuwan;0;0;365;com.nmap;0;0;432;com.instagram;0;1;0
13301400;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;0;0;0;100;com.google.chrome;4;4;101;com.gmail;0;0;865;com.kiuwan;0;0;365;com.nmap;3;3;432;com.instagram;0;1;0
14001430;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;0;0;0;100;com.google.chrome;4;4;101;com.gmail;0;0;865;com.kiuwan;0;0;365;com.nmap;3;5;432;com.instagram;0;1;0
14301500;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;ss_buds;-10;80-33-AA-3C-29-3D;100;com.google.chrome;4;4;101;com.gmail;0;0;865;com.kiuwan;0;0;365;com.nmap;6;9;432;com.instagram;2;1;0
15001530;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;0;0;0;100;com.google.chrome;11;6;101;com.gmail;1;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
15301600;17.12;461904730;213207044;Atrium-pub;-80;192.164.7.55;0;0;0;100;com.google.chrome;9;10;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
16001630;17.12;462154811;213201286;drinks-E;-50;190.264.0.23;0;0;0;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;6;11;365;com.nmap;0;1;432;com.instagram;0;1;0
16301700;17.12;462154811;213201286;drinks-E;-50;190.264.0.23;0;0;0;100;com.google.chrome;1;1;101;com.gmail;1;1;865;com.kiuwan;10;3;365;com.nmap;0;1;432;com.instagram;0;1;0
17001730;17.12;462033899;212480012;ibis-cavA;-60;175.286.3.20;0;0;0;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;10;10;432;com.instagram;3;1;0
17301800;17.12;462033899;212480012;ibis-cavA;-60;175.286.3.20;0;0;0;100;com.google.chrome;0;0;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
18001830;17.12;462033899;212480012;ibis-cavA;-60;175.286.3.20;ss_buds;-10;80-33-AA-3C-29-3D;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;2;2;0
18301900;17.12;461835249;212567559;0;0;0;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;0;0;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
19001930;17.12;460823416;213240887;MOLA1;-60;173.368.0.56;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
19302000;17.12;457912372;212393333;BRA-SSD;-80;185.261.6.77;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
20002030;17.12;457667385;212283463;iuliusmall_p;-90;174.168.2.10;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
20302100;17.12;457664373;212268248;iuliusmall_p;-90;174.168.2.10;0;0;0;100;com.google.chrome;11;3;101;com.gmail;1;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
21002130;17.12;457656173;212276697;iuliusmall_p;-100;174.168.2.10;0;0;0;100;com.google.chrome;16;9;101;com.gmail;2;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
21302200;17.12;457661211;212264499;iuliusmall_p;-100;174.168.2.10;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;13;9;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
22002230;17.12;457476404;212272080;UPT_ac_w;-100;192.164.0.23;vw-phone;-10;73-27-BB-3C-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;0;1;0
22302300;17.12;457484803;212220897;manufak;-50;175.333.7.65;0;0;0;100;com.google.chrome;1;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;2;3;0
23002330;17.12;457484803;212220897;manufak;-50;175.333.7.65;0;0;0;100;com.google.chrome;0;1;101;com.gmail;0;1;865;com.kiuwan;0;0;365;com.nmap;0;1;432;com.instagram;5;4;0
