timestamp;date;gps_x;gps_y;wifi_ssid;wifi_rssi;wifi_ap;bt_name;bt_rssi;bt_mac;app1_id;app1_name;app1_log;app1_pwc;app2_id;app2_name;app2_log;app2_pwc;app3_id;app3_name;app3_log;app3_pwc;app4_id;app4_name;app4_log;app4_pwc;app5_id;app5_name;app5_log;app5_pwc;label
30;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;8;3;101;com.gmail;0;1;103;com.youtube;1;2;102;com.spotify;0;1;120;com.maps;0;0;1
300100;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;2;3;101;com.gmail;0;0;103;com.youtube;0;0;102;com.spotify;3;3;120;com.maps;0;0;1
1000130;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;2;2;101;com.gmail;0;0;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;1;1;1
1300200;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
2000230;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
2300300;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
3000330;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
3300400;06.05;457644289;212595363;dlink6006;-40;192.160.4.22;6032_xiaomi;-30;94-DE-80-0B-95-31;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
4000430;06.05;457645311;212597127;dlink6006;-90;192.160.4.22;0;0;0;100;com.google.chrome;1;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;1;1;1
4300500;06.05;458098093;213199588;AIT_tv;-70;117.11.46.112;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;3;3;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
4300500;06.05;458098093;213199588;AIT_tv;-70;117.11.46.112;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;2;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;1;1;1
4300500;06.05;458098093;213199588;AIT_tv;-70;117.11.46.112;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
4300500;06.05;458098093;213199588;AIT_tv;-70;117.11.46.112;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;3;5;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
4300500;06.05;458098093;213199588;AIT_tv;-70;117.11.46.112;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
7000730;06.05;457647976;212472467;pacific;-50;182.65.58.176;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;2;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;0;0;1
7300800;06.05;457647976;212472467;pacific;-50;182.65.58.176;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;3;1;101;com.gmail;0;1;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;2;3;1
8000830;06.05;457647976;212472467;pacific;-50;182.65.58.176;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;2;101;com.gmail;1;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
8300900;06.05;457647976;212472467;pacific;-50;182.65.58.176;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;0;1;101;com.gmail;2;2;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;1;1;1
9000930;06.05;457709237;212229203;0;0;0;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;3;3;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
9301000;06.05;458360289;212909390;0;0;0;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;1;1;101;com.gmail;3;3;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
10001030;06.05;458650010;213045700;0;0;0;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;2;101;com.gmail;1;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
10301100;06.05;462149132;212886125;trans-truck;-20;150.39.78.243;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;7;11;101;com.gmail;1;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
11001130;06.05;462149132;212886125;trans-truck;-20;150.39.78.243;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;1;1;101;com.gmail;5;6;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
11301200;06.05;462149132;212886125;trans-truck;-20;150.39.78.243;lenovo_4000;-10;AA-E7-2D-A3-80-DA;100;com.google.chrome;0;0;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;5;5;1
12001230;06.05;462149132;212886125;trans-truck;-20;150.39.78.243;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;3;3;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
12301300;06.05;462149132;212886125;trans-truck;-20;150.39.78.243;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;1;101;com.gmail;2;2;103;com.youtube;1;1;102;com.spotify;0;0;120;com.maps;1;1;1
13001330;06.05;462035177;212478057;ibis0arad;-40;50.97.249.237;vpods;-10;61-33-BB-3C-29-3D;100;com.google.chrome;5;11;101;com.gmail;3;4;103;com.youtube;2;5;102;com.spotify;0;0;120;com.maps;3;3;1
13301400;06.05;462035177;212478057;ibis0arad;-40;50.97.249.237;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;1;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
14001430;06.05;462035177;212478057;ibis0arad;-40;50.97.249.237;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;1;2;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
14301500;06.05;462035177;212478057;ibis0arad;-40;50.97.249.237;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;3;3;101;com.gmail;4;6;103;com.youtube;0;1;102;com.spotify;1;1;120;com.maps;0;0;1
15001530;06.05;460494411;213038585;0;0;0;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;0;103;com.youtube;0;0;102;com.spotify;0;0;120;com.maps;2;2;1
15301600;06.05;458115471;212623741;0;0;0;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;3;2;1
16001630;06.05;457642813;212465550;0;0;0;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;6;9;120;com.maps;1;1;1
16301700;06.05;457648190;212472642;pacific;-50;182.65.58.176;swatch_2100;-10;73-27-AB-0A-22-1C;100;com.google.chrome;2;2;101;com.gmail;1;1;103;com.youtube;0;1;102;com.spotify;0;1;120;com.maps;1;1;1
17001730;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;0;0;0;100;com.google.chrome;6;6;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;3;5;120;com.maps;1;1;1
17301800;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;0;0;0;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
18001830;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;0;0;0;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
18301900;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;0;0;0;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
19001930;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;macbookv;-20;DC-AD-1E-A1-A6-CF;100;com.google.chrome;11;6;101;com.gmail;3;2;103;com.youtube;3;2;102;com.spotify;0;0;120;com.maps;1;1;1
19302000;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;0;0;0;100;com.google.chrome;2;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;2;2;120;com.maps;0;0;1
20002030;06.05;457645415;212595764;dlink6006;-40;192.160.4.22;0;0;0;100;com.google.chrome;0;1;101;com.gmail;0;1;103;com.youtube;0;1;102;com.spotify;0;0;120;com.maps;0;0;1
